Keller_Zebrafish_HisGFP,raster_reorder(tile_size=16)->bitswap1->lz4,1493908680,16,322,0.246878,9.09774e-06,235.795,322
Keller_Zebrafish_HisGFP,rmestbkrd->bitswap1->lz4,1493908704,16,322,4.98262,4.08715e-05,205.747,316
Keller_Zebrafish_HisGFP,quantiser->hevc,1493908689,16,322,107.126,0.000189514,175.067,65536
Myers_HisGFP+BTub-GFP_12Oct2013_spec2_try1-1,quantiser->lz4,1493908721,16,233,203.411,0.00114552,168.654,58453
Myers_HisGFP+BTub-GFP_12Oct2013_spec2_try1-1,lz4,1493908721,16,233,0,0,inf,233
Myers_HisGFP+BTub-GFP_12Oct2013_spec2_try1-1,quantiser->h264,1493908724,16,233,416.267,0.00163871,161.494,59281
Myers_HisGFP+BTub-GFP_12Oct2013_spec2_try1-1,raster_reorder(tile_size=16)->bitswap1->lz4,1493908724,16,233,22.3943,0.000380088,190.719,263
Myers_HisGFP+BTub-GFP_12Oct2013_spec2_try1-1,frame_shuffle->bitswap1->lz4,1493908724,16,233,1.28645,9.10987e-05,219.288,233
Myers_HisGFP+BTub-GFP_12Oct2013_spec2_try1-1,zcurve_reorder(tile_size=16)->bitswap1->lz4,1493908724,16,233,0,0,inf,233
Myers_HisGFP+BTub-GFP_12Oct2013_spec2_try1-1,bitswap1->lz4,1493908724,16,233,0,0,inf,233
Myers_HisGFP+BTub-GFP_12Oct2013_spec2_try1-1,raster_reorder(tile_size=16)->bitswap1->lz4,1493908724,16,233,11.1941,0.000268726,197.653,263
Myers_HisGFP+BTub-GFP_12Oct2013_spec2_try1-1,zcurve_reorder(tile_size=16)->bitswap1->lz4,1493908724,16,233,0,0,inf,233
Myers_HisGFP+BTub-GFP_12Oct2013_spec2_try1-1,quantiser->hevc,1493908725,16,233,343.007,0.00148754,163.429,51063
Myers_HisGFP+BTub-GFP_12Oct2013_spec2_try1-1,rmestbkrd->bitswap1->lz4,1493908730,16,233,101.275,0.00080829,175.628,155
Myers_synthetic_blobs_noise,lz4,1493908683,16,646,0,0,inf,646
Myers_synthetic_blobs_noise,quantiser->lz4,1493908700,16,646,5851.85,0.00131036,135.062,64817
Myers_synthetic_blobs_noise,quantiser->h264,1493908702,16,646,7300.82,0.00146363,132.849,60697
Myers_synthetic_blobs_noise,frame_shuffle->bitswap1->lz4,1493908705,16,646,0,0,inf,646
Myers_synthetic_blobs_noise,zcurve_reorder(tile_size=16)->bitswap1->lz4,1493908707,16,646,0,0,inf,646
Myers_synthetic_blobs_noise,bitswap1->lz4,1493908705,16,646,0,0,inf,646
Myers_synthetic_blobs_noise,zcurve_reorder(tile_size=16)->bitswap1->lz4,1493908708,16,646,0,0,inf,646
Myers_synthetic_blobs_noise,raster_reorder(tile_size=16)->bitswap1->lz4,1493908708,16,646,0,0,inf,646
Myers_synthetic_blobs_noise,rmestbkrd->bitswap1->lz4,1493908718,16,646,29.0462,9.23187e-05,188.118,601
Myers_synthetic_blobs_noise,raster_reorder(tile_size=16)->bitswap1->lz4,1493908718,16,646,110.651,0.000180186,174.743,642
Myers_synthetic_blobs_noise,quantiser->hevc,1493908718,16,646,9046.45,0.00162924,130.706,58241
Myers_synthetic_filaments_noise,lz4,1493908690,16,543,0,0,inf,543
Myers_synthetic_filaments_noise,quantiser->h264,1493908702,16,543,1692.43,0.000838613,147.468,64561
Myers_synthetic_filaments_noise,quantiser->lz4,1493908705,16,543,716.451,0.000545631,156.064,60697
Myers_synthetic_filaments_noise,zcurve_reorder(tile_size=16)->bitswap1->lz4,1493908718,16,543,0,0,inf,543
Myers_synthetic_filaments_noise,raster_reorder(tile_size=16)->bitswap1->lz4,1493908718,16,543,31.6962,0.000114765,187.245,543
Myers_synthetic_filaments_noise,bitswap1->lz4,1493908718,16,543,0,0,inf,543
Myers_synthetic_filaments_noise,raster_reorder(tile_size=16)->bitswap1->lz4,1493908718,16,543,0,0,inf,543
