filename,sizeof_pixel,shape,n_elements,time_mus,final_bytes,id,comment
"spim_TL05_Angle1.tif",2,178x1120x1920,382771200,2.33873e+06,340080325,2,"zcurve_reorder(tile_size=4)->bitswap1->lz4|8threads|1494414666"
"spim_TL05_Angle1.tif",2,178x1120x1920,382771200,2.35051e+06,340080325,3,"zcurve_reorder(tile_size=4)->bitswap1->lz4|8threads|1494414666"
"spim_TL05_Angle1.tif",2,178x1120x1920,382771200,2.30064e+06,340080325,4,"zcurve_reorder(tile_size=4)->bitswap1->lz4|8threads|1494414666"
"spim_TL05_Angle1.tif",2,178x1120x1920,382771200,2.27334e+06,340080325,5,"zcurve_reorder(tile_size=4)->bitswap1->lz4|8threads|1494414666"
"spim_TL05_Angle1.tif",2,178x1120x1920,382771200,2.30909e+06,340080325,6,"zcurve_reorder(tile_size=4)->bitswap1->lz4|8threads|1494414666"
"spim_TL05_Angle1.tif",2,178x1120x1920,382771200,2.28404e+06,340080325,7,"zcurve_reorder(tile_size=4)->bitswap1->lz4|8threads|1494414666"
"spim_TL05_Angle1.tif",2,178x1120x1920,382771200,2.34459e+06,340080325,8,"zcurve_reorder(tile_size=4)->bitswap1->lz4|8threads|1494414666"
"spim_TL05_Angle1.tif",2,178x1120x1920,382771200,2.27329e+06,340080325,9,"zcurve_reorder(tile_size=4)->bitswap1->lz4|8threads|1494414666"
"spim_TL05_Angle1.tif",2,178x1120x1920,382771200,2.66209e+06,640852546,0,"lz4|8threads|1494414669"
"spim_TL05_Angle1.tif",2,178x1120x1920,382771200,2.74223e+06,640852546,1,"lz4|8threads|1494414669"
"spim_TL05_Angle1.tif",2,178x1120x1920,382771200,2.69974e+06,640852546,2,"lz4|8threads|1494414669"
"spim_TL05_Angle1.tif",2,178x1120x1920,382771200,2.64801e+06,640852546,3,"lz4|8threads|1494414669"
"spim_TL05_Angle1.tif",2,178x1120x1920,382771200,2.69222e+06,640852546,4,"lz4|8threads|1494414669"
"spim_TL05_Angle1.tif",2,178x1120x1920,382771200,2.70086e+06,640852546,5,"lz4|8threads|1494414669"
"spim_TL05_Angle1.tif",2,178x1120x1920,382771200,2.64865e+06,640852546,6,"lz4|8threads|1494414669"
"spim_TL05_Angle1.tif",2,178x1120x1920,382771200,2.69904e+06,640852546,7,"lz4|8threads|1494414669"
"spim_TL05_Angle1.tif",2,178x1120x1920,382771200,2.70147e+06,640852546,8,"lz4|8threads|1494414669"
"spim_TL05_Angle1.tif",2,178x1120x1920,382771200,2.67024e+06,640852546,9,"lz4|8threads|1494414669"
"spim_TL05_Angle1.tif",2,178x1120x1920,382771200,2.86544e+06,326731306,0,"quantiser->h264|8threads|1494414674"
"spim_TL05_Angle1.tif",2,178x1120x1920,382771200,2.79716e+06,326731306,1,"quantiser->h264|8threads|1494414674"
"spim_TL05_Angle1.tif",2,178x1120x1920,382771200,2.77236e+06,326731306,2,"quantiser->h264|8threads|1494414674"
"spim_TL05_Angle1.tif",2,178x1120x1920,382771200,2.7875e+06,326731306,3,"quantiser->h264|8threads|1494414674"
"spim_TL05_Angle1.tif",2,178x1120x1920,382771200,2.81239e+06,326731306,4,"quantiser->h264|8threads|1494414674"
"spim_TL05_Angle1.tif",2,178x1120x1920,382771200,2.82323e+06,326731306,5,"quantiser->h264|8threads|1494414674"
"spim_TL05_Angle1.tif",2,178x1120x1920,382771200,2.81529e+06,326731306,6,"quantiser->h264|8threads|1494414674"
"spim_TL05_Angle1.tif",2,178x1120x1920,382771200,2.81244e+06,326731306,7,"quantiser->h264|8threads|1494414674"
"spim_TL05_Angle1.tif",2,178x1120x1920,382771200,2.80362e+06,326731306,8,"quantiser->h264|8threads|1494414674"
"spim_TL05_Angle1.tif",2,178x1120x1920,382771200,2.7876e+06,326731306,9,"quantiser->h264|8threads|1494414674"
"spim_TL05_Angle1.tif",2,178x1120x1920,382771200,2.65331e+06,338400314,0,"raster_reorder(tile_size=4)->bitswap1->lz4|8threads|1494414675"
"spim_TL05_Angle1.tif",2,178x1120x1920,382771200,2.63991e+06,338400314,1,"raster_reorder(tile_size=4)->bitswap1->lz4|8threads|1494414675"
"spim_TL05_Angle1.tif",2,178x1120x1920,382771200,2.64113e+06,338400314,2,"raster_reorder(tile_size=4)->bitswap1->lz4|8threads|1494414675"
"spim_TL05_Angle1.tif",2,178x1120x1920,382771200,2.62675e+06,338400314,3,"raster_reorder(tile_size=4)->bitswap1->lz4|8threads|1494414675"
"spim_TL05_Angle1.tif",2,178x1120x1920,382771200,2.62634e+06,338400314,4,"raster_reorder(tile_size=4)->bitswap1->lz4|8threads|1494414675"
"spim_TL05_Angle1.tif",2,178x1120x1920,382771200,2.6941e+06,338400314,5,"raster_reorder(tile_size=4)->bitswap1->lz4|8threads|1494414675"
"spim_TL05_Angle1.tif",2,178x1120x1920,382771200,2.69277e+06,338400314,6,"raster_reorder(tile_size=4)->bitswap1->lz4|8threads|1494414675"
"spim_TL05_Angle1.tif",2,178x1120x1920,382771200,2.63368e+06,338400314,7,"raster_reorder(tile_size=4)->bitswap1->lz4|8threads|1494414675"
"spim_TL05_Angle1.tif",2,178x1120x1920,382771200,2.63581e+06,338400314,8,"raster_reorder(tile_size=4)->bitswap1->lz4|8threads|1494414675"
"spim_TL05_Angle1.tif",2,178x1120x1920,382771200,2.66705e+06,338400314,9,"raster_reorder(tile_size=4)->bitswap1->lz4|8threads|1494414675"
"spim_TL05_Angle1.tif",2,178x1120x1920,382771200,3.18756e+06,340080325,0,"zcurve_reorder(tile_size=4)->bitswap1->lz4|8threads|1494414676"
"spim_TL05_Angle1.tif",2,178x1120x1920,382771200,2.98177e+06,340080325,1,"zcurve_reorder(tile_size=4)->bitswap1->lz4|8threads|1494414676"
"spim_TL05_Angle1.tif",2,178x1120x1920,382771200,2.9718e+06,340080325,2,"zcurve_reorder(tile_size=4)->bitswap1->lz4|8threads|1494414676"
"spim_TL05_Angle1.tif",2,178x1120x1920,382771200,2.98349e+06,340080325,3,"zcurve_reorder(tile_size=4)->bitswap1->lz4|8threads|1494414676"
"spim_TL05_Angle1.tif",2,178x1120x1920,382771200,3.09847e+06,340080325,4,"zcurve_reorder(tile_size=4)->bitswap1->lz4|8threads|1494414676"
"spim_TL05_Angle1.tif",2,178x1120x1920,382771200,3.10254e+06,340080325,5,"zcurve_reorder(tile_size=4)->bitswap1->lz4|8threads|1494414676"
"spim_TL05_Angle1.tif",2,178x1120x1920,382771200,2.96221e+06,340080325,6,"zcurve_reorder(tile_size=4)->bitswap1->lz4|8threads|1494414676"
"spim_TL05_Angle1.tif",2,178x1120x1920,382771200,3.14955e+06,340080325,7,"zcurve_reorder(tile_size=4)->bitswap1->lz4|8threads|1494414676"
"spim_TL05_Angle1.tif",2,178x1120x1920,382771200,2.94107e+06,340080325,8,"zcurve_reorder(tile_size=4)->bitswap1->lz4|8threads|1494414676"
"spim_TL05_Angle1.tif",2,178x1120x1920,382771200,2.9931e+06,340080325,9,"zcurve_reorder(tile_size=4)->bitswap1->lz4|8threads|1494414676"
"spim_TL05_Angle1.tif",2,178x1120x1920,382771200,2.99247e+06,338400314,0,"raster_reorder(tile_size=4)->bitswap1->lz4|8threads|1494414676"
"spim_TL05_Angle1.tif",2,178x1120x1920,382771200,2.98761e+06,338400314,1,"raster_reorder(tile_size=4)->bitswap1->lz4|8threads|1494414676"
"spim_TL05_Angle1.tif",2,178x1120x1920,382771200,3.0771e+06,338400314,2,"raster_reorder(tile_size=4)->bitswap1->lz4|8threads|1494414676"
"spim_TL05_Angle1.tif",2,178x1120x1920,382771200,3.04582e+06,338400314,3,"raster_reorder(tile_size=4)->bitswap1->lz4|8threads|1494414676"
"spim_TL05_Angle1.tif",2,178x1120x1920,382771200,3.02679e+06,338400314,4,"raster_reorder(tile_size=4)->bitswap1->lz4|8threads|1494414676"
"spim_TL05_Angle1.tif",2,178x1120x1920,382771200,3.04591e+06,338400314,5,"raster_reorder(tile_size=4)->bitswap1->lz4|8threads|1494414676"
"spim_TL05_Angle1.tif",2,178x1120x1920,382771200,2.93835e+06,338400314,6,"raster_reorder(tile_size=4)->bitswap1->lz4|8threads|1494414676"
"spim_TL05_Angle1.tif",2,178x1120x1920,382771200,2.92407e+06,338400314,7,"raster_reorder(tile_size=4)->bitswap1->lz4|8threads|1494414676"
"spim_TL05_Angle1.tif",2,178x1120x1920,382771200,2.90779e+06,338400314,8,"raster_reorder(tile_size=4)->bitswap1->lz4|8threads|1494414676"
"spim_TL05_Angle1.tif",2,178x1120x1920,382771200,2.94982e+06,338400314,9,"raster_reorder(tile_size=4)->bitswap1->lz4|8threads|1494414676"
"spim_TL05_Angle1.tif",2,178x1120x1920,382771200,3.57951e+06,347285811,0,"frame_shuffle->bitswap1->lz4|8threads|1494414681"
"spim_TL05_Angle1.tif",2,178x1120x1920,382771200,3.56062e+06,347285811,1,"frame_shuffle->bitswap1->lz4|8threads|1494414681"
"spim_TL05_Angle1.tif",2,178x1120x1920,382771200,3.58396e+06,347285811,2,"frame_shuffle->bitswap1->lz4|8threads|1494414681"
"spim_TL05_Angle1.tif",2,178x1120x1920,382771200,3.5209e+06,347285811,3,"frame_shuffle->bitswap1->lz4|8threads|1494414681"
"spim_TL05_Angle1.tif",2,178x1120x1920,382771200,3.50914e+06,347285811,4,"frame_shuffle->bitswap1->lz4|8threads|1494414681"
"spim_TL05_Angle1.tif",2,178x1120x1920,382771200,3.50563e+06,347285811,5,"frame_shuffle->bitswap1->lz4|8threads|1494414681"
"spim_TL05_Angle1.tif",2,178x1120x1920,382771200,3.58402e+06,347285811,6,"frame_shuffle->bitswap1->lz4|8threads|1494414681"
"spim_TL05_Angle1.tif",2,178x1120x1920,382771200,3.49965e+06,347285811,7,"frame_shuffle->bitswap1->lz4|8threads|1494414681"
"spim_TL05_Angle1.tif",2,178x1120x1920,382771200,3.52487e+06,347285811,8,"frame_shuffle->bitswap1->lz4|8threads|1494414681"
"spim_TL05_Angle1.tif",2,178x1120x1920,382771200,3.50286e+06,347285811,9,"frame_shuffle->bitswap1->lz4|8threads|1494414681"
"spim_TL05_Angle1.tif",2,178x1120x1920,382771200,8.82357e+06,284600790,0,"quantiser->hevc|8threads|1494414732"
"spim_TL05_Angle1.tif",2,178x1120x1920,382771200,8.63585e+06,284600790,1,"quantiser->hevc|8threads|1494414732"
"spim_TL05_Angle1.tif",2,178x1120x1920,382771200,8.76669e+06,284600790,2,"quantiser->hevc|8threads|1494414732"
"spim_TL05_Angle1.tif",2,178x1120x1920,382771200,8.78839e+06,284600790,3,"quantiser->hevc|8threads|1494414732"
"spim_TL05_Angle1.tif",2,178x1120x1920,382771200,8.72845e+06,284600790,4,"quantiser->hevc|8threads|1494414732"
"spim_TL05_Angle1.tif",2,178x1120x1920,382771200,8.7437e+06,284600790,5,"quantiser->hevc|8threads|1494414732"
"spim_TL05_Angle1.tif",2,178x1120x1920,382771200,9.05584e+06,284600790,6,"quantiser->hevc|8threads|1494414732"
"spim_TL05_Angle1.tif",2,178x1120x1920,382771200,8.84342e+06,284605044,7,"quantiser->hevc|8threads|1494414732"
"spim_TL05_Angle1.tif",2,178x1120x1920,382771200,8.78015e+06,284605044,8,"quantiser->hevc|8threads|1494414732"
"spim_TL05_Angle1.tif",2,178x1120x1920,382771200,9.8766e+06,284607720,9,"quantiser->hevc|8threads|1494414732"
"spim_TL05_Angle1.tif",2,178x1120x1920,382771200,1.69424e+07,178906750,0,"rmestbkrd->bitswap1->lz4|8threads|1494414810"
"spim_TL05_Angle1.tif",2,178x1120x1920,382771200,1.63269e+07,178906750,1,"rmestbkrd->bitswap1->lz4|8threads|1494414810"
"spim_TL05_Angle1.tif",2,178x1120x1920,382771200,1.64049e+07,178906750,2,"rmestbkrd->bitswap1->lz4|8threads|1494414810"
"spim_TL05_Angle1.tif",2,178x1120x1920,382771200,1.65237e+07,178906750,3,"rmestbkrd->bitswap1->lz4|8threads|1494414810"
"spim_TL05_Angle1.tif",2,178x1120x1920,382771200,1.63693e+07,178906750,4,"rmestbkrd->bitswap1->lz4|8threads|1494414810"
"spim_TL05_Angle1.tif",2,178x1120x1920,382771200,1.64318e+07,178906750,5,"rmestbkrd->bitswap1->lz4|8threads|1494414810"
"spim_TL05_Angle1.tif",2,178x1120x1920,382771200,1.65316e+07,178906750,6,"rmestbkrd->bitswap1->lz4|8threads|1494414810"
"spim_TL05_Angle1.tif",2,178x1120x1920,382771200,1.64407e+07,178906750,7,"rmestbkrd->bitswap1->lz4|8threads|1494414810"
"spim_TL05_Angle1.tif",2,178x1120x1920,382771200,1.62043e+07,178906750,8,"rmestbkrd->bitswap1->lz4|8threads|1494414810"
"spim_TL05_Angle1.tif",2,178x1120x1920,382771200,1.60854e+07,178906750,9,"rmestbkrd->bitswap1->lz4|8threads|1494414810"
"spim_TL50_Angle1.tif",2,130x1060x1920,264576000,860757,265614197,0,"quantiser->lz4|8threads|1494414643"
"spim_TL50_Angle1.tif",2,130x1060x1920,264576000,817571,265614197,1,"quantiser->lz4|8threads|1494414643"
"spim_TL50_Angle1.tif",2,130x1060x1920,264576000,833412,265614197,2,"quantiser->lz4|8threads|1494414643"
"spim_TL50_Angle1.tif",2,130x1060x1920,264576000,817953,265614197,3,"quantiser->lz4|8threads|1494414643"
"spim_TL50_Angle1.tif",2,130x1060x1920,264576000,816872,265614197,4,"quantiser->lz4|8threads|1494414643"
"spim_TL50_Angle1.tif",2,130x1060x1920,264576000,818542,265614197,5,"quantiser->lz4|8threads|1494414643"
"spim_TL50_Angle1.tif",2,130x1060x1920,264576000,816970,265614197,6,"quantiser->lz4|8threads|1494414643"
"spim_TL50_Angle1.tif",2,130x1060x1920,264576000,817710,265614197,7,"quantiser->lz4|8threads|1494414643"
"spim_TL50_Angle1.tif",2,130x1060x1920,264576000,818127,265614197,8,"quantiser->lz4|8threads|1494414643"
"spim_TL50_Angle1.tif",2,130x1060x1920,264576000,819486,265614197,9,"quantiser->lz4|8threads|1494414643"
"spim_TL50_Angle1.tif",2,130x1060x1920,264576000,561659,264576670,0,"quantiser(weighting_function=power_3_1)|8threads|1494414647"
"spim_TL50_Angle1.tif",2,130x1060x1920,264576000,522173,264576670,1,"quantiser(weighting_function=power_3_1)|8threads|1494414647"
"spim_TL50_Angle1.tif",2,130x1060x1920,264576000,523139,264576670,2,"quantiser(weighting_function=power_3_1)|8threads|1494414647"
"spim_TL50_Angle1.tif",2,130x1060x1920,264576000,534132,264576670,3,"quantiser(weighting_function=power_3_1)|8threads|1494414647"
"spim_TL50_Angle1.tif",2,130x1060x1920,264576000,520250,264576670,4,"quantiser(weighting_function=power_3_1)|8threads|1494414647"
"spim_TL50_Angle1.tif",2,130x1060x1920,264576000,520773,264576670,5,"quantiser(weighting_function=power_3_1)|8threads|1494414647"
"spim_TL50_Angle1.tif",2,130x1060x1920,264576000,521415,264576670,6,"quantiser(weighting_function=power_3_1)|8threads|1494414647"
"spim_TL50_Angle1.tif",2,130x1060x1920,264576000,522708,264576670,7,"quantiser(weighting_function=power_3_1)|8threads|1494414647"
"spim_TL50_Angle1.tif",2,130x1060x1920,264576000,525723,264576670,8,"quantiser(weighting_function=power_3_1)|8threads|1494414647"
"spim_TL50_Angle1.tif",2,130x1060x1920,264576000,520553,264576670,9,"quantiser(weighting_function=power_3_1)|8threads|1494414647"
"spim_TL50_Angle1.tif",2,130x1060x1920,264576000,582894,264576640,0,"quantiser|8threads|1494414649"
"spim_TL50_Angle1.tif",2,130x1060x1920,264576000,581955,264576640,1,"quantiser|8threads|1494414649"
"spim_TL50_Angle1.tif",2,130x1060x1920,264576000,527652,264576640,2,"quantiser|8threads|1494414649"
"spim_TL50_Angle1.tif",2,130x1060x1920,264576000,571513,264576640,3,"quantiser|8threads|1494414649"
"spim_TL50_Angle1.tif",2,130x1060x1920,264576000,566665,264576640,4,"quantiser|8threads|1494414649"
"spim_TL50_Angle1.tif",2,130x1060x1920,264576000,525044,264576640,5,"quantiser|8threads|1494414649"
"spim_TL50_Angle1.tif",2,130x1060x1920,264576000,697755,264576640,6,"quantiser|8threads|1494414649"
"spim_TL50_Angle1.tif",2,130x1060x1920,264576000,526692,264576640,7,"quantiser|8threads|1494414649"
"spim_TL50_Angle1.tif",2,130x1060x1920,264576000,523186,264576640,8,"quantiser|8threads|1494414649"
"spim_TL50_Angle1.tif",2,130x1060x1920,264576000,534581,264576640,9,"quantiser|8threads|1494414649"
"spim_TL50_Angle1.tif",2,130x1060x1920,264576000,1.66575e+06,229061241,0,"bitswap1->lz4|8threads|1494414653"
"spim_TL50_Angle1.tif",2,130x1060x1920,264576000,1.65772e+06,229061241,1,"bitswap1->lz4|8threads|1494414653"
"spim_TL50_Angle1.tif",2,130x1060x1920,264576000,1.65627e+06,229061241,2,"bitswap1->lz4|8threads|1494414653"
"spim_TL50_Angle1.tif",2,130x1060x1920,264576000,1.65595e+06,229061241,3,"bitswap1->lz4|8threads|1494414653"
"spim_TL50_Angle1.tif",2,130x1060x1920,264576000,1.65379e+06,229061241,4,"bitswap1->lz4|8threads|1494414653"
"spim_TL50_Angle1.tif",2,130x1060x1920,264576000,1.65314e+06,229061241,5,"bitswap1->lz4|8threads|1494414653"
"spim_TL50_Angle1.tif",2,130x1060x1920,264576000,1.65286e+06,229061241,6,"bitswap1->lz4|8threads|1494414653"
"spim_TL50_Angle1.tif",2,130x1060x1920,264576000,1.65665e+06,229061241,7,"bitswap1->lz4|8threads|1494414653"
"spim_TL50_Angle1.tif",2,130x1060x1920,264576000,1.65378e+06,229061241,8,"bitswap1->lz4|8threads|1494414653"
"spim_TL50_Angle1.tif",2,130x1060x1920,264576000,1.65369e+06,229061241,9,"bitswap1->lz4|8threads|1494414653"
"spim_TL50_Angle1.tif",2,130x1060x1920,264576000,1.58439e+06,225281956,0,"zcurve_reorder(tile_size=4)->bitswap1->lz4|8threads|1494414656"
"spim_TL50_Angle1.tif",2,130x1060x1920,264576000,1.61013e+06,225281956,1,"zcurve_reorder(tile_size=4)->bitswap1->lz4|8threads|1494414656"
"spim_TL50_Angle1.tif",2,130x1060x1920,264576000,1.58545e+06,225281956,2,"zcurve_reorder(tile_size=4)->bitswap1->lz4|8threads|1494414656"
"spim_TL50_Angle1.tif",2,130x1060x1920,264576000,1.60291e+06,225281956,3,"zcurve_reorder(tile_size=4)->bitswap1->lz4|8threads|1494414656"
"spim_TL50_Angle1.tif",2,130x1060x1920,264576000,1.60133e+06,225281956,4,"zcurve_reorder(tile_size=4)->bitswap1->lz4|8threads|1494414656"
"spim_TL50_Angle1.tif",2,130x1060x1920,264576000,1.59026e+06,225281956,5,"zcurve_reorder(tile_size=4)->bitswap1->lz4|8threads|1494414656"
"spim_TL50_Angle1.tif",2,130x1060x1920,264576000,1.5754e+06,225281956,6,"zcurve_reorder(tile_size=4)->bitswap1->lz4|8threads|1494414656"
"spim_TL50_Angle1.tif",2,130x1060x1920,264576000,1.62965e+06,225281956,7,"zcurve_reorder(tile_size=4)->bitswap1->lz4|8threads|1494414656"
"spim_TL50_Angle1.tif",2,130x1060x1920,264576000,1.58955e+06,225281956,8,"zcurve_reorder(tile_size=4)->bitswap1->lz4|8threads|1494414656"
"spim_TL50_Angle1.tif",2,130x1060x1920,264576000,1.59913e+06,225281956,9,"zcurve_reorder(tile_size=4)->bitswap1->lz4|8threads|1494414656"
"spim_TL50_Angle1.tif",2,130x1060x1920,264576000,1.8538e+06,224088893,0,"raster_reorder(tile_size=4)->bitswap1->lz4|8threads|1494414657"
"spim_TL50_Angle1.tif",2,130x1060x1920,264576000,1.8675e+06,224088893,1,"raster_reorder(tile_size=4)->bitswap1->lz4|8threads|1494414657"
"spim_TL50_Angle1.tif",2,130x1060x1920,264576000,1.84939e+06,224088893,2,"raster_reorder(tile_size=4)->bitswap1->lz4|8threads|1494414657"
"spim_TL50_Angle1.tif",2,130x1060x1920,264576000,1.85954e+06,224088893,3,"raster_reorder(tile_size=4)->bitswap1->lz4|8threads|1494414657"
"spim_TL50_Angle1.tif",2,130x1060x1920,264576000,1.87575e+06,224088893,4,"raster_reorder(tile_size=4)->bitswap1->lz4|8threads|1494414657"
"spim_TL50_Angle1.tif",2,130x1060x1920,264576000,1.87048e+06,224088893,5,"raster_reorder(tile_size=4)->bitswap1->lz4|8threads|1494414657"
"spim_TL50_Angle1.tif",2,130x1060x1920,264576000,1.87042e+06,224088893,6,"raster_reorder(tile_size=4)->bitswap1->lz4|8threads|1494414657"
"spim_TL50_Angle1.tif",2,130x1060x1920,264576000,1.86531e+06,224088893,7,"raster_reorder(tile_size=4)->bitswap1->lz4|8threads|1494414657"
"spim_TL50_Angle1.tif",2,130x1060x1920,264576000,1.869e+06,224088893,8,"raster_reorder(tile_size=4)->bitswap1->lz4|8threads|1494414657"
"spim_TL50_Angle1.tif",2,130x1060x1920,264576000,1.8683e+06,224088893,9,"raster_reorder(tile_size=4)->bitswap1->lz4|8threads|1494414657"
"spim_TL50_Angle1.tif",2,130x1060x1920,264576000,1.97135e+06,411350468,0,"lz4|8threads|1494414658"
"spim_TL50_Angle1.tif",2,130x1060x1920,264576000,1.9718e+06,411350468,1,"lz4|8threads|1494414658"
"spim_TL50_Angle1.tif",2,130x1060x1920,264576000,1.96906e+06,411350468,2,"lz4|8threads|1494414658"
"spim_TL50_Angle1.tif",2,130x1060x1920,264576000,1.9715e+06,411350468,3,"lz4|8threads|1494414658"
"spim_TL50_Angle1.tif",2,130x1060x1920,264576000,1.96841e+06,411350468,4,"lz4|8threads|1494414658"
"spim_TL50_Angle1.tif",2,130x1060x1920,264576000,1.97122e+06,411350468,5,"lz4|8threads|1494414658"
"spim_TL50_Angle1.tif",2,130x1060x1920,264576000,1.9689e+06,411350468,6,"lz4|8threads|1494414658"
"spim_TL50_Angle1.tif",2,130x1060x1920,264576000,1.96966e+06,411350468,7,"lz4|8threads|1494414658"
"spim_TL50_Angle1.tif",2,130x1060x1920,264576000,1.97113e+06,411350468,8,"lz4|8threads|1494414658"
"spim_TL50_Angle1.tif",2,130x1060x1920,264576000,1.97066e+06,411350468,9,"lz4|8threads|1494414658"
"spim_TL50_Angle1.tif",2,130x1060x1920,264576000,1.98313e+06,224088893,0,"raster_reorder(tile_size=4)->bitswap1->lz4|8threads|1494414659"
